PhraseId	SentenceId	Phrase	Sentiment	sentiment
130	4	all the intrigue , betrayal , deceit and murder	2	neutral
131	4	all	2	neutral
132	4	the intrigue , betrayal , deceit and murder	1	neutral
133	4	intrigue , betrayal , deceit and murder	2	neutral
134	4	intrigue	3	neutral
135	4	, betrayal , deceit and murder	2	neutral
136	4	betrayal , deceit and murder	1	neutral
137	4	betrayal	2	neutral
138	4	, deceit and murder	1	neutral
139	4	deceit and murder	1	neutral
140	4	deceit and	2	neutral
141	4	deceit	1	neutral
142	4	murder	1	neutral
143	4	of a Shakespearean tragedy or a juicy soap opera	2	neutral
144	4	a Shakespearean tragedy or a juicy soap opera	2	neutral
145	4	a Shakespearean tragedy or	2	neutral
146	4	a Shakespearean tragedy	1	neutral
147	4	Shakespearean tragedy	2	neutral
148	4	Shakespearean	2	neutral
149	4	tragedy	1	neutral
150	4	or	2	neutral
151	4	a juicy soap opera	3	neutral
152	4	juicy soap opera	3	neutral
153	4	juicy	3	neutral
154	4	soap opera	1	neutral
155	4	soap	2	neutral
156	4	opera	2	neutral
157	5	Aggressive self-glorification and a manipulative whitewash .	1	neutral
158	5	Aggressive self-glorification and a manipulative whitewash	0	neutral
159	5	Aggressive	2	neutral
160	5	self-glorification and a manipulative whitewash	0	neutral
161	5	self-glorification and	1	neutral
162	5	self-glorification	2	neutral
163	5	a manipulative whitewash	1	neutral
164	5	manipulative whitewash	1	neutral
165	5	manipulative	2	neutral
166	5	whitewash	2	neutral
167	6	A comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .	4	positive
168	6	A comedy-drama of nearly epic proportions	3	positive
169	6	A comedy-drama	2	neutral
170	6	comedy-drama	2	neutral
171	6	of nearly epic proportions	3	positive
172	6	nearly epic proportions	2	positive
173	6	nearly epic	4	positive
174	6	nearly	2	positive
175	6	epic	3	positive
176	6	proportions	2	neutral
177	6	rooted in a sincere performance by the title character undergoing midlife crisis .	4	positive
178	6	rooted in a sincere performance by the title character undergoing midlife crisis	3	positive
179	6	rooted in a sincere performance	3	positive
180	6	rooted	3	neutral
181	6	in a sincere performance	4	positive
182	6	in	2	neutral
183	6	a sincere performance	4	positive
184	6	sincere performance	4	positive
185	6	sincere	3	positive
186	6	performance	2	neutral
187	6	by the title character undergoing midlife crisis	2	neutral
188	6	by	2	neutral
189	6	the title character undergoing midlife crisis	2	neutral
190	6	the title character	2	neutral
191	6	title character	2	neutral
192	6	title	2	neutral
193	6	character	2	neutral
194	6	undergoing midlife crisis	2	neutral
195	6	undergoing	2	neutral
196	6	midlife crisis	1	neutral
197	6	midlife	2	neutral
198	6	crisis	2	neutral
199	7	Narratively , Trouble Every Day is a plodding mess .	1	negative
200	7	Narratively	2	neutral
201	7	, Trouble Every Day is a plodding mess .	1	negative
202	7	Trouble Every Day is a plodding mess .	0	negative
203	7	Trouble Every Day	2	negative
204	7	Trouble	1	negative
205	7	Every Day	2	neutral
206	7	Every	2	neutral
207	7	Day	2	neutral
208	7	is a plodding mess .	1	negative
209	7	is a plodding mess	0	negative
210	7	a plodding mess	1	negative
211	7	plodding mess	0	negative
212	7	plodding	1	negative
213	7	mess	1	negative
214	8	The Importance of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations	3	positive
215	8	The Importance	2	neutral
216	8	Importance	3	neutral
217	8	of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations	2	positive
218	8	Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations	3	positive
219	8	Being	2	neutral
220	8	Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations	2	positive
221	8	Earnest ,	3	neutral
222	8	Earnest	3	neutral
223	8	so thick with wit it plays like a reading from Bartlett 's Familiar Quotations	2	positive
224	8	so	2	neutral
225	8	thick with wit it plays like a reading from Bartlett 's Familiar Quotations	3	positive
226	8	thick	2	negative
227	8	with wit it plays like a reading from Bartlett 's Familiar Quotations	3	positive
228	8	with	2	neutral
229	8	wit it plays like a reading from Bartlett 's Familiar Quotations	2	positive
230	8	wit	2	neutral
231	8	it plays like a reading from Bartlett 's Familiar Quotations	2	positive
232	8	it	2	neutral
233	8	plays like a reading from Bartlett 's Familiar Quotations	3	positive
234	8	plays	2	neutral
235	8	like a reading from Bartlett 's Familiar Quotations	2	positive
236	8	like	2	neutral
237	8	a reading from Bartlett 's Familiar Quotations	2	positive
238	8	a reading	2	neutral
239	8	reading	2	neutral
240	8	from Bartlett 's Familiar Quotations	2	positive
241	8	from	2	neutral
242	8	Bartlett 's Familiar Quotations	2	positive
243	8	Bartlett 's	2	neutral
244	8	Bartlett	2	neutral
245	8	Familiar Quotations	2	positive
246	8	Familiar	2	positive
247	8	Quotations	2	neutral
248	9	But it does n't leave you with much .	1	positive
249	9	it does n't leave you with much .	1	positive
250	9	does n't leave you with much .	1	positive
251	9	does n't leave you with much	1	positive
252	9	does n't	1	neutral
253	9	does	2	neutral
254	9	n't	2	neutral
255	9	leave you with much	2	positive
256	9	leave you	2	neutral
257	9	leave	1	neutral
258	9	you	2	neutral
259	9	with much	2	positive
260	10	You could hate it for the same reason .	1	negative
261	10	could hate it for the same reason .	1	negative
262	10	could hate it for the same reason	0	negative
263	10	could	2	neutral
264	10	hate it for the same reason	1	negative
265	10	hate it	0	negative
266	10	hate	0	negative
267	10	for the same reason	2	neutral
268	10	the same reason	2	neutral
269	10	same reason	2	neutral
270	10	same	2	neutral
271	10	reason	2	neutral
272	11	There 's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .	1	negative
273	11	There	2	neutral
274	11	's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .	1	negative
275	11	's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity	1	negative
276	11	's little to recommend Snow Dogs ,	1	negative
277	11	's little to recommend Snow Dogs	1	negative
278	11	little to recommend Snow Dogs	2	negative
279	11	little	2	negative
280	11	to recommend Snow Dogs	2	neutral
281	11	recommend Snow Dogs	4	neutral
282	11	recommend	3	neutral
283	11	Snow Dogs	2	neutral
284	11	Snow	2	neutral
285	11	Dogs	2	neutral
286	11	unless one considers cliched dialogue and perverse escapism a source of high hilarity	1	positive
287	11	unless	2	neutral
288	11	one considers cliched dialogue and perverse escapism a source of high hilarity	2	positive
289	11	considers cliched dialogue and perverse escapism a source of high hilarity	2	positive
290	11	considers	2	neutral
291	11	cliched dialogue and perverse escapism a source of high hilarity	1	positive
292	11	cliched dialogue and perverse escapism	1	neutral
293	11	cliched dialogue and	1	neutral
294	11	cliched dialogue	1	neutral
295	11	cliched	1	neutral
296	11	dialogue	2	neutral
297	11	perverse escapism	2	neutral
298	11	perverse	1	neutral
299	11	escapism	2	neutral
300	11	a source of high hilarity	3	positive
301	11	a source	2	neutral
302	11	source	2	neutral
303	11	of high hilarity	3	positive
304	11	high hilarity	4	positive
305	11	high	3	positive
306	11	hilarity	3	neutral
307	12	Kung Pow is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .	1	positive
308	12	Kung Pow	2	neutral
309	12	Kung	2	neutral
310	12	Pow	3	neutral
311	12	is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .	2	positive
312	12	is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that	0	positive
313	12	is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and	2	neutral
314	12	is Oedekerk 's realization of his childhood dream to be in a martial-arts flick ,	2	neutral
315	12	is Oedekerk 's realization of his childhood dream to be in a martial-arts flick	2	neutral
316	12	Oedekerk 's realization of his childhood dream to be in a martial-arts flick	2	neutral
317	12	Oedekerk 's realization of his childhood dream	2	neutral
318	12	Oedekerk 's realization	2	neutral
319	12	Oedekerk 's	2	neutral
320	12	Oedekerk	2	neutral
321	12	realization	2	neutral
322	12	of his childhood dream	2	neutral
323	12	his childhood dream	2	neutral
324	12	his	2	neutral
325	12	childhood dream	2	neutral
326	12	childhood	2	neutral
327	12	dream	3	neutral
328	12	to be in a martial-arts flick	2	neutral
329	12	be in a martial-arts flick	2	neutral
330	12	be	2	neutral
331	12	in a martial-arts flick	2	neutral
332	12	a martial-arts flick	2	neutral
333	12	martial-arts flick	2	neutral
334	12	martial-arts	2	neutral
335	12	flick	2	neutral
336	12	proves that sometimes the dreams of youth should remain just that	1	positive
337	12	proves	2	positive
338	12	that sometimes the dreams of youth should remain just that	1	neutral
339	12	sometimes the dreams of youth should remain just that	1	neutral
340	12	sometimes	2	neutral
341	12	the dreams of youth should remain just that	2	neutral
342	12	the dreams of youth	3	neutral
343	12	the dreams	2	neutral
344	12	dreams	2	neutral
345	12	of youth	2	neutral
346	12	youth	2	neutral
347	12	should remain just that	2	neutral
348	12	should	2	neutral
349	12	remain just that	2	neutral
350	12	remain	2	neutral
351	12	just that	2	neutral
352	12	just	2	neutral
353	13	The performances are an absolute joy .	4	positive
354	13	The performances	2	neutral
355	13	performances	2	neutral
356	13	are an absolute joy .	4	positive
357	13	are an absolute joy	3	positive
358	13	are	2	neutral
359	13	an absolute joy	4	positive
360	13	an	2	neutral
361	13	absolute joy	3	positive
362	13	absolute	2	positive
363	13	joy	4	positive
364	14	Fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .	3	positive
365	14	Fresnadillo	2	neutral
366	14	has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .	3	positive
367	14	has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense	3	positive
368	14	has	2	neutral
369	14	something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense	3	positive
370	14	something	2	neutral
371	14	serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense	2	positive
372	14	serious	2	negative
373	14	to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense	3	positive
374	14	say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense	2	positive
375	14	say	2	neutral
376	14	about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense	2	positive
377	14	about	2	neutral
378	14	the ways in which extravagant chance can distort our perspective and throw us off the path of good sense	1	positive
379	14	the ways	2	neutral
380	14	ways	2	neutral
381	14	in which extravagant chance can distort our perspective and throw us off the path of good sense	2	positive
382	14	in which	2	neutral
383	14	extravagant chance can distort our perspective and throw us off the path of good sense	2	positive
384	14	extravagant chance	2	neutral
385	14	extravagant	4	neutral
386	14	chance	2	neutral
387	14	can distort our perspective and throw us off the path of good sense	2	positive
388	14	can	2	neutral
389	14	distort our perspective and throw us off the path of good sense	2	positive
390	14	distort our perspective and	2	neutral
391	14	distort our perspective	2	neutral
392	14	distort	2	neutral
393	14	our perspective	2	neutral
394	14	our	2	neutral
395	14	perspective	2	neutral
396	14	throw us off the path of good sense	2	positive
397	14	throw us	2	neutral
398	14	throw	2	neutral
399	14	us	3	neutral
400	14	off the path of good sense	1	positive
401	14	off	1	neutral
402	14	the path of good sense	2	positive
403	14	the path	2	neutral
404	14	path	2	neutral
405	14	of good sense	3	positive
406	14	good sense	3	positive
407	14	sense	2	neutral
408	15	I still like Moonlight Mile , better judgment be damned .	3	positive
409	15	still like Moonlight Mile , better judgment be damned .	3	positive
410	15	still	2	neutral
411	15	like Moonlight Mile , better judgment be damned .	2	positive
412	15	like Moonlight Mile , better judgment be damned	2	positive
413	15	Moonlight Mile , better judgment be damned	2	positive
414	15	Moonlight Mile , better judgment	2	positive
415	15	Moonlight	2	neutral
416	15	Mile , better judgment	2	positive
417	15	Mile	2	neutral
418	15	, better judgment	2	positive
419	15	better judgment	2	positive
420	15	better	4	positive
421	15	judgment	2	neutral
422	15	be damned	2	neutral
423	15	damned	1	neutral
424	16	A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .	3	positive
425	16	A welcome relief from baseball movies that try too hard to be mythic	3	positive
426	16	A welcome relief	3	positive
427	16	welcome relief	3	positive
428	16	welcome	2	positive
429	16	relief	2	neutral
430	16	from baseball movies that try too hard to be mythic	1	negative
431	16	baseball movies that try too hard to be mythic	0	negative
432	16	baseball movies	2	neutral
433	16	baseball	2	neutral
434	16	movies	2	neutral
435	16	that try too hard to be mythic	1	negative
436	16	try too hard to be mythic	1	negative
437	16	try	2	neutral
438	16	too hard to be mythic	1	negative
439	16	too	2	neutral
440	16	hard to be mythic	1	negative
441	16	to be mythic	2	neutral
442	16	be mythic	2	neutral
443	16	mythic	2	neutral
444	16	, this one is a sweet and modest and ultimately winning story .	3	positive
445	16	this one is a sweet and modest and ultimately winning story .	4	positive
446	16	is a sweet and modest and ultimately winning story .	4	positive
447	16	is a sweet and modest and ultimately winning story	3	positive
448	16	a sweet and modest and ultimately winning story	3	positive
449	16	a sweet and modest and	3	positive
450	16	a sweet and modest	4	positive
451	16	sweet and modest	3	positive
452	16	sweet and	3	positive
453	16	sweet	4	positive
454	16	modest	3	positive
455	16	ultimately winning story	4	positive
456	16	ultimately	2	neutral
457	16	winning story	3	positive
458	16	winning	3	positive
459	17	a bilingual charmer , just like the woman who inspired it	3	neutral
460	17	a bilingual charmer ,	3	neutral
461	17	a bilingual charmer	3	neutral
462	17	bilingual charmer	3	neutral
463	17	bilingual	2	neutral
464	17	charmer	3	neutral
465	17	just like the woman who inspired it	2	neutral
466	17	like the woman who inspired it	2	neutral
467	17	the woman who inspired it	2	neutral
468	17	the woman	2	neutral
469	17	woman	2	neutral
470	17	who inspired it	2	neutral
471	17	who	2	neutral
472	17	inspired it	2	neutral
473	17	inspired	3	neutral
474	18	Like a less dizzily gorgeous companion to Mr. Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .	2	positive
475	18	Like a less dizzily gorgeous companion to Mr.	3	positive
476	18	a less dizzily gorgeous companion to Mr.	2	positive
477	18	a less dizzily gorgeous companion	2	positive
478	18	less dizzily gorgeous companion	2	positive
479	18	less dizzily gorgeous	2	positive
480	18	less	2	negative
481	18	dizzily gorgeous	4	positive
482	18	dizzily	2	neutral
483	18	gorgeous	3	positive
484	18	companion	3	neutral
485	18	to Mr.	2	neutral
486	18	Mr.	2	neutral
487	18	Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .	2	positive
488	18	Wong	2	neutral
489	18	's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .	2	positive
490	18	's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting	2	positive
491	18	's In the Mood for Love -- very much a Hong Kong movie	2	positive
492	18	In the Mood for Love -- very much a Hong Kong movie	3	positive
493	18	the Mood for Love -- very much a Hong Kong movie	2	positive
494	18	the Mood	3	neutral
495	18	Mood	2	neutral
496	18	for Love -- very much a Hong Kong movie	2	positive
497	18	Love -- very much a Hong Kong movie	3	positive
498	18	Love -- very much	4	positive
499	18	Love --	3	positive
500	18	Love	4	positive
501	18	--	2	neutral
502	18	very much	2	positive
503	18	very	2	positive
504	18	a Hong Kong movie	2	neutral
505	18	Hong Kong movie	2	neutral
506	18	Hong	2	neutral
507	18	Kong movie	2	neutral
508	18	Kong	2	neutral
509	18	movie	2	neutral
510	18	despite its mainland setting	2	neutral
511	18	despite	2	neutral
512	18	its mainland setting	3	neutral
513	18	its	2	neutral
514	18	mainland setting	2	neutral
515	18	mainland	2	neutral
516	18	setting	2	neutral
517	19	As inept as big-screen remakes of The Avengers and The Wild Wild West .	1	positive
518	19	As inept as big-screen remakes of The Avengers and The Wild Wild West	2	positive
519	19	As inept	1	neutral
520	19	As	2	neutral
521	19	inept	1	neutral
522	19	as big-screen remakes of The Avengers and The Wild Wild West	1	positive
523	19	big-screen remakes of The Avengers and The Wild Wild West	2	positive
524	19	big-screen remakes	2	neutral
525	19	big-screen	2	neutral
526	19	remakes	2	neutral
527	19	of The Avengers and The Wild Wild West	2	positive
528	19	The Avengers and The Wild Wild West	2	positive
529	19	The Avengers and	2	neutral
530	19	The Avengers	2	neutral
531	19	Avengers	2	neutral
532	19	The Wild Wild West	3	positive
533	19	Wild Wild West	2	positive
534	19	Wild	3	positive
535	19	Wild West	2	positive
536	19	West	2	neutral
537	20	It 's everything you 'd expect -- but nothing more .	2	positive
538	20	's everything you 'd expect -- but nothing more .	1	positive
539	20	's everything you 'd expect -- but nothing more	2	positive
540	20	everything you 'd expect -- but nothing more	1	positive
541	20	everything	2	neutral
542	20	you 'd expect -- but nothing more	1	positive
543	20	'd expect -- but nothing more	2	positive
544	20	'd	2	neutral
545	20	expect -- but nothing more	2	positive
546	20	expect -- but nothing	2	neutral
547	20	expect --	2	neutral
548	20	expect	2	neutral
549	20	but nothing	2	neutral
550	20	nothing	1	neutral
551	20	more	2	positive
552	21	Best indie of the year , so far .	4	positive
553	21	Best	4	positive
554	21	indie of the year , so far .	3	positive
555	21	indie of the year , so far	4	positive
556	21	indie of the year ,	3	neutral
557	21	indie of the year	3	neutral
558	21	indie	2	neutral
559	21	of the year	2	neutral
560	21	the year	2	neutral
561	21	year	2	neutral
562	21	so far	2	positive
563	21	far	2	positive
564	22	Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications .	3	neutral
565	22	Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications	3	neutral
566	22	Hatfield and Hicks make the oddest of couples , and	2	neutral
567	22	Hatfield and Hicks make the oddest of couples ,	2	neutral
568	22	Hatfield and Hicks make the oddest of couples	2	neutral
569	22	Hatfield and Hicks	2	neutral
570	22	Hatfield and	2	neutral
571	22	Hatfield	2	neutral
572	22	Hicks	2	neutral
573	22	make the oddest of couples	2	neutral
574	22	make	2	neutral
575	22	the oddest of couples	2	neutral
576	22	the oddest	2	neutral
577	22	oddest	1	neutral
578	22	of couples	2	neutral
579	22	couples	2	neutral
580	22	in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications	3	neutral
581	22	in this sense	2	neutral
582	22	this sense	2	neutral
583	22	the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications	2	neutral
584	22	the movie	2	neutral
585	22	becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications	2	neutral
586	22	becomes a study of the gambles of the publishing world ,	2	neutral
587	22	becomes a study of the gambles of the publishing world	2	neutral
588	22	becomes	2	neutral
589	22	a study of the gambles of the publishing world	2	neutral
590	22	a study	2	neutral
591	22	study	2	neutral
592	22	of the gambles of the publishing world	2	neutral
593	22	the gambles of the publishing world	2	neutral
594	22	the gambles	2	neutral
595	22	gambles	2	neutral
596	22	of the publishing world	2	neutral
597	22	the publishing world	2	neutral
598	22	publishing world	2	neutral
599	22	publishing	2	neutral
600	22	world	2	neutral
601	22	offering a case study that exists apart from all the movie 's political ramifications	2	neutral
602	22	offering	2	neutral
603	22	a case study that exists apart from all the movie 's political ramifications	3	neutral
604	22	a case study	2	neutral
605	22	case study	2	neutral
606	22	case	2	neutral
607	22	that exists apart from all the movie 's political ramifications	2	neutral
608	22	exists apart from all the movie 's political ramifications	2	neutral
609	22	exists apart	2	neutral
610	22	exists	2	neutral
611	22	apart	2	neutral
612	22	from all the movie 's political ramifications	2	neutral
613	22	all the movie 's political ramifications	2	neutral
614	22	the movie 's political ramifications	2	neutral
615	22	the movie 's	2	neutral
616	22	movie 's	2	neutral
617	22	political ramifications	2	neutral
618	22	political	2	neutral
619	22	ramifications	2	neutral
620	23	It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .	1	neutral
621	23	's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .	1	neutral
622	23	's like going to a house party and watching the host defend himself against a frothing ex-girlfriend	1	neutral
623	23	like going to a house party and watching the host defend himself against a frothing ex-girlfriend	1	neutral
624	23	going to a house party and watching the host defend himself against a frothing ex-girlfriend	1	neutral
625	23	going to a house party and	2	neutral
626	23	going to a house party	2	neutral
627	23	going	2	neutral
628	23	to a house party	2	neutral
629	23	a house party	2	neutral
630	23	house party	2	neutral
631	23	house	2	neutral
632	23	party	2	neutral
633	23	watching the host defend himself against a frothing ex-girlfriend	2	neutral
634	23	watching	2	neutral
635	23	the host defend himself against a frothing ex-girlfriend	2	neutral
636	23	the host	2	neutral
637	23	host	2	neutral
638	23	defend himself against a frothing ex-girlfriend	2	neutral
639	23	defend himself	3	neutral
640	23	defend	2	neutral
641	23	himself	2	neutral
642	23	against a frothing ex-girlfriend	2	neutral
643	23	against	2	neutral
644	23	a frothing ex-girlfriend	2	neutral
645	23	frothing ex-girlfriend	2	neutral
646	23	frothing	1	neutral
647	23	ex-girlfriend	2	neutral
648	24	That the Chuck Norris `` grenade gag '' occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .	2	positive
649	24	That the Chuck Norris `` grenade gag ''	2	neutral
650	24	the Chuck Norris `` grenade gag ''	2	neutral
651	24	Chuck Norris `` grenade gag ''	2	neutral
652	24	Chuck	2	neutral
653	24	Norris `` grenade gag ''	2	neutral
654	24	Norris	2	neutral
655	24	`` grenade gag ''	2	neutral
656	24	``	2	neutral
657	24	grenade gag ''	2	neutral
658	24	grenade	1	neutral
659	24	gag ''	2	neutral
660	24	gag	1	neutral
661	24	''	2	neutral
662	24	occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .	2	positive
663	24	occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is	3	positive
664	24	occurs	2	neutral
665	24	about 7 times during Windtalkers is a good indication of how serious-minded the film is	2	positive
666	24	about 7 times during Windtalkers	2	neutral
667	24	about 7 times	2	neutral
668	24	7 times	2	neutral
669	24	7	2	neutral
670	24	times	2	neutral
671	24	during Windtalkers	2	neutral
672	24	during	2	neutral
673	24	Windtalkers	2	neutral
674	24	is a good indication of how serious-minded the film is	3	positive
675	24	a good indication of how serious-minded the film is	3	positive
676	24	a good indication	3	positive
677	24	good indication	3	positive
678	24	indication	2	neutral
679	24	of how serious-minded the film is	2	neutral
680	24	how serious-minded the film is	3	neutral
681	24	how	2	neutral
682	24	serious-minded the film is	2	neutral
683	24	serious-minded the film	3	neutral
684	24	serious-minded	2	neutral
685	24	the film	2	neutral
686	24	film	2	neutral
687	25	The plot is romantic comedy boilerplate from start to finish .	2	negative
688	25	The plot	2	neutral
689	25	plot	2	neutral
690	25	is romantic comedy boilerplate from start to finish .	2	negative
691	25	is romantic comedy boilerplate from start to finish	3	negative
692	25	romantic comedy boilerplate from start to finish	2	negative
693	25	romantic comedy boilerplate from start	2	negative
694	25	romantic comedy boilerplate	1	negative
695	25	romantic	2	neutral
696	25	comedy boilerplate	2	negative
697	25	comedy	3	neutral
698	25	boilerplate	2	negative
699	25	from start	2	neutral
700	25	start	2	neutral
701	25	to finish	2	neutral
702	25	finish	2	neutral
